timestamp_utc,latitude,longitude,rainfall_mm_hr,rainfall_status,source_file,dataset,version
2015-12-02T13:30:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S133000-E135959.0810.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T14:00:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S140000-E142959.0840.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T14:30:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S143000-E145959.0870.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T15:00:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S150000-E152959.0900.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T15:30:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S153000-E155959.0930.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T16:00:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S160000-E162959.0960.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T16:30:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S163000-E165959.0990.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T17:00:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S170000-E172959.1020.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T17:30:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S173000-E175959.1050.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T18:00:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S180000-E182959.1080.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T18:30:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S183000-E185959.1110.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T19:00:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S190000-E192959.1140.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T19:30:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S193000-E195959.1170.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T20:00:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S200000-E202959.1200.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T20:30:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S203000-E205959.1230.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T21:00:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S210000-E212959.1260.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T21:30:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S213000-E215959.1290.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T22:00:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S220000-E222959.1320.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T22:30:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S223000-E225959.1350.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T23:00:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S230000-E232959.1380.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T23:30:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S233000-E235959.1410.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-03T00:00:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151203-S000000-E002959.0000.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-03T00:30:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151203-S003000-E005959.0030.V07B.HDF5,GPM_3IMERGHH,V07B
